framenr,kanji,keyword,public,last_edited,story
230,末,"extremity",0,2016-07-11 15:41:41,"The tree has reached the extremity of its growth and no longer produces small, new branches at the top. Instead the existing top branch just grows longer and longer.

Another version of that by mameha1977 and dat5h: [Cheat] Remember these as a set: The tree (木) has not yet (未) reached the extremity (末) of its vermilion (朱) foliage."
231,昧,"obscure",0,2016-01-27 11:37:33,"Something that is obscure has *not yet* been brought 
before the light of *day*.

'Can't you go outside and get some sun?' 'Not yet, I have to learn all these obscure RTK3 kanji!'"
232,沫,"splash",0,2013-10-15 16:28:09,"The extremity of a wave of water is the splash."
233,味,"flavor",0,2016-07-11 15:42:36,"My mouth is not yet ready to taste the flavor of a tree.

My mouth has not yet swallowed the food because the flavor is so delicious that I keep chewing it."
234,妹,"younger sister",0,2013-10-15 16:30:01,"Younger sister, you'll be a woman soon. But not yet."
235,朱,"vermilion",0,2013-10-15 16:30:38,"It's autumn: only one vermilion leaf on the tree has not yet fallen."
236,株,"stocks",0,2013-10-18 10:49:03,"Which *tree* would you buy stocks in - the healthy one on the left, or the one with only one *vermilion* leaf left on the right?"
237,若,"young",0,2013-10-18 10:50:24,"Young single women in Hawaii wear a *flower* over their *right* ear signifying they are available.  Wakai."
238,草,"grass",0,2013-10-18 10:51:41,"Grass grows in *earlier* than *flowers*"
239,苦,"suffering",0,2016-07-11 15:44:59,"*Flowers* #suffer# when they grow *old*. Trees slowly wither(枯) and die. I find I can remember these together.

Flowers for the old man suffering in the hospital."
240,苛,"bullying",0,2016-07-11 15:45:41,"The *Little Engine that Could*, drawing from his own experiences, has become a spokesman against bullying. He visits schools with the slogan ""Bullying CAN be stopped,"" and hands out *flowers* of peace and understanding.

""How many flowers can I stuff in your nostrils? Well I'm just gonna have to go and see."" Bullying at its worst!"
241,寛,"tolerant",0,2013-10-18 10:54:59,"A tolerant person will ignore *seeing* *flower* (marijuana) in the *house* of a friend."
242,薄,"dilute",0,2013-10-18 14:40:25,"A *Dr.* missing his needle can only use dilute *flower water* for medicine."
243,葉,"leaf",0,2013-10-18 14:41:20,"On top of the #leaves# a *flower* appears, promising new *generations* for the old *tree* below"
244,模,"imitation",0,2013-10-18 14:44:45,"If I find out this furniture you're selling me is made of imitation *wood*, I'll put you in the *graveyard*."
245,漠,"vague",0,2015-03-17 08:41:44,"The precise locations of sailors who meet a *watery* *grave* are vague. GRAND LINE pirate's grave"
246,墓,"grave",0,2013-10-18 14:46:43,"The *soil* under a *graveyard* is full of graves"
247,暮,"livelihood",0,2013-10-18 14:48:06,"He made a livelihood out of robbing *graveyards* in broad *day*light."
248,膜,"membrane",0,2016-07-12 02:47:18,"The membranes in your flesh rot when placed in the graveyard.

In the moonlight of the graveyard I hear a zombie say, MMMMM..EMM...BRANEsssss."
249,苗,"seedling",0,2013-10-18 14:50:22,"If you plant seedlings in a *field* eventually they will *flower*."
250,兆,"portent",0,2013-10-18 14:51:02,"The actual derivation of this Kanji is a pictograph of the cracks on a heated *turtle* shell which was used in divination.  The way the cracks occur on this *turtle* are a portent of evil bad luck."
251,桃,"peach tree",0,2013-10-18 14:52:37,"King Koopa consistently captures Princess Peach. Eventually he's going to run out of castles and just set her in a tree."
252,眺,"stare",0,2013-10-18 14:53:42,"You lost a #staring# contest with a *turtle* because you blinked your *eye* before he did.  (The contest wasn't fair, because turtles have nictitating membranes, and don't need to blink so often.)

*Eye* comes first, because stare is most associated with eyes. And compare with {658} where this same obstreperous turtle *challenges* you to a finger wrestling contest."
253,犬,"dog",0,2013-10-18 14:54:59,"A *large* dog, dripping drool."
254,状,"status quo",0,2013-10-18 14:56:24,"After beating the hare in a race, the *turtle* is now acknowledged to be the fastest animal.  But the chihuahua is challenging the status quo, demanding a new race.  

And look - the dog is on the right, meaning he's passed the turtle! Hope he doesn't take a nap."
255,黙,"silence",0,2013-10-18 14:36:58,"The *computer* won't stop beeping, which is making the *chihauhua* bark, and it's driving this guy insane. The only solution he can come up with is to throw them both on the *fire* and finally enjoy the silence."
256,然,"sort of thing",0,2013-10-18 14:36:19,"*Flesh* of a *dog* over a cooking fire = ""hotdog"".   There are all sorts of things in *hot dogs*.  Believe me, you don't want to know what sort of things . 

Visualize the hotdog curling as it cooks, to remember the unusual way the flesh primitive curves in this kanji."
257,荻,"reed",0,2013-10-18 14:34:47,"Reeds are the only *flowers* that *wild dogs* like to *fire* up and smoke while they are playing poker."
258,狩,"hunt",0,2013-10-18 14:33:45,"Actually when hunting it may be a good idea to use a *pack of dogs* as your personal *guard*."
259,猫,"cat",0,2016-07-12 15:30:17,"A *pack of wild dog* scientists formulate a way to grow cats from *seedlings*  so their prey is right there on their front lawn

The cat hid in the FLOWERS of the FIELD from the WILD DOGs."
260,牛,"cow",0,2013-10-18 14:29:59,"A cow tried to climb up a vermilion tree, but in doing so, it broke its two bottom branches off."
261,特,"special",0,2013-10-18 14:26:10,"Think of not special people, but special animals. The sacred Hindu *cows* are special - they can wander around the *temple* without fear of becoming roast beef."
262,告,"revelation",0,2013-10-18 14:25:44,"The revelation makes the cow's mouth drop down, ""Hamburgers are made of what?!"""
263,先,"before",0,2013-10-18 14:24:25,"I've never seen a *cow* with *human legs* before!"
264,洗,"wash",0,2013-10-18 14:20:10,"In Japan, you always wash with *water* from the shower *before* you enter the bathtub."
265,介,"jammed in",0,2016-08-01 08:17:44,"Two people jammed in under an #umbrella#. A woman with a dress and a man (straight).  It's always me that ends up getting wet.... but the tail of the skirt is this time!

The two strokes at the bottom look like a J and I, which stands for ""jammed in."""
266,界,"world",0,2013-10-18 14:15:30,"One Japanese farmer I know is so small minded that he thinks the entire world is jammed in the borders of his little rice field."
267,茶,"tea",0,2013-10-18 14:14:02,"Some people think drinking tea is boring and quaint.  That's why I spice mine up by adding a cocktail umbrella, which of course is made from a *wood*-en toothpick supporting a paper *umbrella* with *flowers* printed on top."
268,脊,"spinal column",0,2014-08-28 08:31:08,"""Look"", says the teacher in biology class. ""The spinal column holds your *flesh* together, just like the metal rod of this *umbrella* (he demonstrates this with an umbrella covered in *I-Ching* symbols) holds the umbrella together""."
269,合,"fit",0,2013-10-18 14:11:35,"I wouldn't mind a *meeting* of *mouths* with her, she's really fit !"
270,塔,"pagoda",0,2013-10-18 14:11:08,"in order to build a pagoda in this small Japanese garden everything has to *fit*: the *soil* to the left and the *flowers* in the upper right corner."
271,王,"king",0,2013-10-18 14:10:36,"A King is one（一） who rules over the land （土soil）."
272,玉,"jewel",0,2013-10-18 14:08:44,"The king is said to have only one family jewel below the belt..."
273,宝,"treasure",0,2013-10-18 13:53:50,"On treasure island is a single *house* - where all the * jewels* are stored."
274,珠,"pearl",0,2013-10-18 13:49:31,"Usually pearls are white, or black. Only a very rare, very expensive pearl is *vermillion* colored. Such a #pearl# would be fit for a *king*."
275,現,"present",0,2013-10-18 13:44:57,"Hey, I want my money back! This crystal *ball* is out of order, I can *see* the present instead of the future!"
276,玩,"toy",0,2023-12-21 09:36:32,"The KING, from the very BEGINNING liked to TOY with the fate of others. (Note: this is the verb TOY, as in TOY with ...)"
277,狂,"lunatic",0,2013-10-18 11:18:18,"Oh no !  A *pack of dogs* has bitten the *king*.  He has turned into a rabid lunatic !"
278,旺,"effulgent",0,2014-08-28 08:32:47,"The *Sun King* (Louis XIV) was known for his effulgent reign."
279,皇,"emperor",0,2013-10-18 11:16:59,"I don't think the Japanese would be happy if their emperor was a *white king*..."
280,呈,"display",0,2013-10-18 11:15:42,"A Liquid Crystal display high definition wide screen TV for the *king*! His *mouth* popped open when he saw the clarity."
281,全,"whole",0,2013-10-18 11:14:44,"The *king* takes up the whole space under his *umbrella*."
282,栓,"plug",0,2013-10-18 11:13:16,"A *tree* was needed to plug the *whole* hole."
283,理,"logic",0,2013-10-18 11:11:55,"The *king* of logic is the *computer*."
284,主,"lord",0,2013-10-18 11:10:49,"A lord is a little *drop* down from *King* in hierarchy."
285,注,"pour",0,2013-10-18 11:10:22,"Visualize an idiot trying to figure out how to extinguish a candle.  He sees a glass of *water* and decides to pour it onto the *candlestick* to put it out. Water spills everywhere."
286,柱,"pillar",0,2013-10-18 11:05:37,"The main pillar in a house should be made of the biggest and strongest *tree* - the *lord* of the *trees*."
287,金,"gold",0,2013-10-18 11:01:58,"The fat *king* taking up the *whole* space under the *umbrella* actually isn't fat - he just has two big gold bars hidden under his clothes."
288,銑,"pig iron",0,2013-10-18 11:01:32,"Pig-iron is basic/crude *metal*, that is, *before* it has been processed."
289,鉢,"bowl",0,2013-10-18 11:00:42,"This is the bowl of an alchemist: see how he mixes *metals* in his bowl, as he follows the instructions from his *book*?"
290,銅,"copper",0,2013-10-18 10:59:59,"I can't believe no one has used this one yet: Copper is *metal* which looks almost *the same* as *gold*. Really, look it up on Wikipedia, it's yellow and it's shiny (atleast in some compounds)!"
291,釣,"angling",0,2013-10-18 10:59:15,"The easiest angling is pulling *gold*fish out with a big *ladle*."
292,針,"needle",0,2013-10-18 10:58:23,"Needles need to be metal (or they'll break)."
293,銘,"inscription",0,2013-10-18 10:57:42,"A piece of *metal* with a *name* on it.  Well, this is basically the definition of inscription."
294,鎮,"tranquilize",0,2013-10-18 10:57:24,"Tranquilize - using a *metal* syringe to get the *truth*."
295,道,"road-way",0,2013-10-09 04:00:29,"When we go out on the road-way, we often risk our own *necks*"
296,導,"guidance",0,2013-10-09 03:46:16,"For guidance on the *road-way*, *glue* a GPS unit to your car."
297,辻,"crossing",0,2013-10-09 03:59:54,"crossing a *cross-road*"
298,迅,"swift",0,2013-10-09 03:59:23,"The car went too swiftly through the *crossing* and was *hooked* by the cops on the *road*."
299,造,"create",0,2013-10-09 03:58:46,"The cow had the *revelation*: ""hamburgers are made of WHAT? Now the cow is on *road* to create an alternative."
300,迫,"urge",0,2013-10-09 03:58:15,"He had the sudden urge to eat *white* chocolate in his *way* home."
301,逃,"escape",0,2013-10-09 03:57:43,"A *turtle* on the *road-way* wants to escape"
302,辺,"environs",0,2013-10-09 03:57:28,"To separate the environs, create the border by placing *daggers* on the *road*."
303,巡,"patrol",0,2013-10-09 03:57:15,"The cops don't patrol anymore - they just *flood* the *road*."
304,車,"car",0,2013-10-09 04:04:19,"This one is quite simple, it looks like a car from above, with the frame, axis and big big wheels."
305,連,"take along",0,2013-10-09 04:07:01,"When you put your *car* on the *road* you should always take along a few friends."
306,軌,"rut",0,2013-10-09 04:07:30,"My *car* got so stuck in a rut it required *a baseball team* pushing to get it out again."
307,輸,"transport",0,2013-10-09 04:08:45,"I'm in my *car*, transporting my uncle to a butcher's *meeting*.

It should be interesting, they are actually going to cut *flesh* with *sabers*!"
308,喩,"metaphor",0,2014-07-24 02:55:51,"#Metaphor#: (Let this altered butcher primitive = *koo-koo butcher*, notice the kana くく). *Koo-koo butcher*s sell even the *mouth* of an animal and support their actions with crappy #metaphors# such as ""I ain't never meat the man who doesn't like his mouth."""
309,前,"in front",0,2013-10-09 04:09:36,"In front of the *butcher* shop, there is a sign made of *horns*"
310,煎,"roast",0,2014-08-28 08:33:34,"In many asian restaurants, meat is roasted right *in front* of you over *flames*."
311,各,"each",0,2013-10-09 04:10:33,"Each person is gifted with a *mouth* to get us into trouble and a pair of *walking legs* to get us out!"
312,格,"status",0,2013-10-09 04:12:07,"""Ranger! I want you to go check the status of *each* *tree*."" ""Errr, *Each* *tree* sir?"" replies the ranger looking out over the vast forest. ""That's Right, I want the status of *each* *tree*! Move out!"""
313,賂,"graft",0,2014-08-28 08:35:10,"When I was caught by the police doing some graft (graffiti), I gave *each* cop some *clams* and told them to be on their way. 賄賂【わいろ】 bribe"
314,略,"abbreviation",0,2013-10-09 04:12:58,"There are so many abbreviations and acronyms nowadays that no *brain* can remember *each*  of them. Mnemonic: ab-brain-each-ation"
